"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","M.at_home","M.health","M.other","M.services","M.teacher","F.at_home","F.health","F.other","F.services","F.teacher","g.father","g.mother","g.other","r.course","r.home","r.other","r.reputation"
"295",1,2,18,1,2,2,3,2,2,3,0,1,2,2,2,2,2,2,1,5,4,2,1,1,4,8,14,13,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"296",1,2,17,2,1,2,3,3,1,1,0,1,2,2,1,2,2,2,1,4,4,3,1,3,5,4,14,12,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"297",1,1,19,2,1,2,4,4,2,2,0,1,2,2,2,2,2,2,1,2,3,4,2,3,2,0,10,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"298",1,1,18,2,2,2,4,3,2,2,0,1,2,2,1,2,2,2,2,4,4,5,1,2,2,10,10,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"299",1,1,18,2,1,2,4,3,1,4,0,1,2,2,1,2,2,2,1,4,3,3,1,1,3,0,14,13,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"300",1,2,18,2,2,2,4,4,1,1,0,1,2,2,1,2,2,2,2,1,4,2,2,2,1,5,16,15,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"301",1,1,18,2,2,1,4,4,1,2,0,1,2,1,1,2,2,2,2,4,2,4,1,1,4,14,12,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"302",1,2,17,2,2,2,4,4,2,1,0,1,1,2,1,2,2,2,1,4,1,1,2,2,5,0,11,11,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"303",1,1,17,2,1,2,4,2,2,3,0,1,2,2,1,2,2,2,1,4,3,3,1,1,3,0,15,12,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"304",1,1,17,2,1,2,3,2,1,4,0,1,2,2,2,1,2,2,1,5,2,2,1,2,5,0,17,17,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"305",1,2,19,2,1,2,3,3,1,2,1,1,2,1,2,2,2,2,2,4,4,4,1,1,3,20,15,14,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"306",1,1,18,2,1,2,2,4,1,2,1,1,2,2,2,2,2,2,1,4,4,3,1,1,3,8,14,12,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
"307",1,2,20,2,1,1,3,2,1,1,0,1,1,1,2,2,2,1,1,5,5,3,1,1,5,0,17,18,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
"308",1,2,19,2,1,2,4,4,2,1,1,1,2,2,1,2,2,2,2,4,3,4,1,1,4,38,8,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"309",1,2,19,1,1,2,3,3,1,2,1,1,1,1,2,2,2,1,2,4,5,3,1,2,5,0,15,12,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"310",1,1,19,2,2,2,1,1,1,2,1,2,2,1,2,1,2,2,1,4,4,3,1,3,3,18,12,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"311",1,1,19,2,2,2,1,2,1,2,1,1,1,1,2,1,2,1,2,4,2,4,2,2,3,0,9,9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
"312",1,1,19,2,1,2,2,1,3,2,0,1,2,1,1,2,1,2,2,3,4,1,1,1,2,20,14,12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"313",1,2,19,2,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,4,5,2,2,2,4,3,13,11,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"314",1,1,19,2,2,2,3,2,2,2,1,1,2,2,1,1,2,2,2,4,2,2,1,2,1,22,13,10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
"315",1,1,19,2,1,2,1,1,1,3,2,1,1,1,1,1,2,2,2,4,1,2,1,1,3,14,15,13,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"316",1,1,19,1,1,2,2,3,1,3,1,1,1,1,1,2,2,2,2,4,1,2,1,1,3,40,13,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"317",1,1,18,2,1,2,2,1,2,2,0,1,2,2,2,2,2,2,1,5,3,3,1,2,1,0,8,8,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"318",1,1,18,2,1,2,4,3,1,3,0,1,2,2,2,2,2,2,2,4,3,4,1,1,5,9,9,10,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"319",1,1,17,1,1,2,3,4,1,3,0,1,2,2,2,1,2,2,1,4,3,4,2,5,5,0,11,11,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"320",1,1,18,2,1,2,4,4,1,2,0,1,2,2,1,2,2,2,1,4,4,4,3,3,5,2,11,11,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"321",1,1,17,2,1,1,4,3,1,2,0,1,2,2,1,2,2,2,2,5,2,2,1,2,5,23,13,13,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"322",1,1,17,2,1,2,2,2,1,2,0,1,2,1,1,2,2,1,2,4,2,2,1,1,3,12,11,9,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"323",1,1,17,1,2,2,2,2,1,3,0,1,2,2,2,2,2,2,1,3,3,2,2,2,3,3,11,11,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"324",1,1,17,2,1,2,3,1,1,3,0,1,2,1,1,1,2,2,1,3,4,3,2,3,5,1,12,14,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"325",1,1,17,2,2,2,0,2,2,3,0,1,1,1,1,2,2,2,1,3,3,3,2,3,2,0,16,15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"326",1,2,18,2,1,2,4,4,1,3,0,1,1,1,2,2,2,2,1,4,3,3,2,2,3,3,9,12,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"327",1,2,17,2,1,2,3,3,1,1,0,1,1,1,2,1,2,2,1,4,3,5,3,5,5,3,14,15,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"328",1,2,17,1,1,2,2,2,4,1,0,1,2,1,1,2,2,2,1,4,4,5,5,5,4,8,11,10,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"329",1,1,17,2,1,2,4,4,1,3,0,1,2,2,2,2,2,2,1,5,4,4,1,3,4,7,10,9,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"330",1,1,17,2,1,2,4,4,2,3,0,1,2,2,1,1,2,2,2,4,3,3,1,2,4,4,14,14,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
"331",1,2,18,2,2,2,2,2,1,4,0,1,2,1,2,2,2,2,1,4,5,5,2,4,5,2,9,8,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"332",1,1,17,1,1,2,2,4,1,3,0,1,2,1,1,2,2,2,2,4,4,3,1,1,5,7,12,14,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"333",1,1,18,2,1,2,3,3,1,2,0,1,1,1,2,2,2,2,1,5,3,4,1,1,4,0,7,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"334",1,1,18,2,2,2,2,2,1,2,0,1,1,1,2,1,2,2,2,4,3,3,1,1,2,0,8,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"335",1,1,18,1,1,2,2,2,2,4,0,1,1,1,2,2,2,1,1,4,4,4,1,1,4,0,10,9,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"336",1,1,17,2,1,2,3,4,1,3,0,1,1,1,1,2,2,2,1,4,4,5,1,3,5,16,16,15,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"337",1,1,19,1,1,1,3,1,1,3,1,1,1,2,1,2,2,1,1,5,4,3,1,2,5,12,14,13,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"338",1,1,17,2,1,2,3,2,1,2,0,1,2,2,1,2,2,2,2,4,3,2,2,3,2,0,7,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"339",1,1,18,2,2,2,3,3,1,4,0,1,2,1,1,2,2,2,1,5,3,3,1,1,1,7,16,15,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"340",1,1,17,1,1,1,3,2,1,2,0,1,2,2,1,2,2,2,1,4,3,3,2,3,2,4,9,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"341",1,1,19,2,1,2,2,1,1,3,1,1,1,2,2,2,2,2,2,4,3,4,1,3,3,4,11,12,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
"342",1,2,18,2,1,2,4,4,1,2,1,1,2,1,2,2,2,2,1,4,3,3,2,2,2,0,10,10,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"343",1,2,18,2,2,2,3,4,1,2,0,1,1,1,2,2,2,2,2,4,3,3,1,3,5,11,16,15,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"344",1,1,17,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,3,3,1,1,2,4,0,9,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"345",1,1,18,2,1,2,2,3,1,3,0,1,2,1,1,2,2,2,1,4,3,3,1,2,3,4,11,10,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"346",1,1,18,2,1,2,3,2,1,3,0,1,1,1,1,2,2,2,2,5,4,3,2,3,1,7,13,13,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"347",1,2,18,1,1,2,4,3,1,3,0,1,1,1,1,2,2,2,2,5,3,2,1,2,4,9,16,15,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"348",1,2,18,2,1,2,4,3,1,3,0,1,2,2,1,2,2,2,2,5,4,5,2,3,5,0,10,10,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"349",1,1,17,2,1,2,4,3,1,3,0,1,2,2,2,2,2,2,2,4,4,3,1,3,4,0,13,15,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"350",2,2,18,1,1,2,3,2,2,1,1,1,2,1,1,1,2,2,1,2,5,5,5,5,5,10,11,13,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"351",2,2,19,1,1,2,1,1,3,2,3,1,1,1,1,2,2,2,1,5,4,4,3,3,2,8,8,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"352",2,2,17,2,1,2,3,3,2,2,0,1,2,2,1,2,2,2,1,4,5,4,2,3,3,2,13,13,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"353",2,2,18,2,2,2,1,3,1,1,1,1,1,1,1,2,1,2,2,4,3,3,2,3,3,7,8,7,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"354",2,2,19,1,1,2,1,1,3,1,1,1,2,1,1,2,2,2,1,4,4,4,3,3,5,4,8,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"355",2,2,17,1,1,2,4,3,2,2,0,1,2,2,2,1,2,2,2,4,5,5,1,3,2,4,13,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"356",2,1,18,2,1,2,3,3,1,2,0,1,2,1,1,2,2,1,2,5,3,4,1,1,5,0,10,9,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"357",2,1,17,1,1,2,4,4,2,2,0,1,2,2,2,2,2,2,1,4,3,3,1,2,5,4,12,13,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"358",2,1,17,2,2,1,3,2,2,2,0,1,1,1,1,2,2,1,2,1,2,3,1,2,5,2,12,12,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"359",2,2,18,2,2,2,1,1,2,1,0,1,1,1,1,1,2,2,2,3,3,2,1,2,3,4,10,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"360",2,1,18,2,2,2,1,1,2,3,0,1,1,1,1,2,2,2,1,5,3,2,1,1,4,0,18,16,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"361",2,1,18,1,2,1,1,4,3,2,0,1,1,1,1,2,2,1,2,4,3,4,1,4,5,0,13,13,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"362",2,2,18,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,4,4,3,2,3,5,2,13,12,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"363",2,1,18,2,1,2,3,3,2,2,0,1,2,1,1,2,2,2,2,4,3,2,1,3,3,0,11,11,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
"364",2,1,17,2,2,2,4,4,1,2,0,1,2,2,2,2,2,2,2,2,3,4,1,1,1,0,16,15,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"365",2,1,17,1,1,2,1,2,2,2,0,1,1,1,1,1,2,1,1,3,2,2,1,2,3,0,12,11,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"366",2,2,18,1,1,2,1,3,2,2,0,1,2,2,1,2,2,1,1,3,3,4,2,4,3,4,10,10,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"367",2,2,18,2,2,2,4,4,2,3,0,1,1,2,1,2,2,2,2,4,2,2,2,2,5,0,13,13,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"368",2,1,17,1,1,2,1,1,3,1,1,1,2,2,1,2,2,2,2,5,2,1,1,2,1,0,7,6,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"369",2,1,18,2,1,2,2,3,2,1,0,1,2,2,1,2,2,2,2,5,2,3,1,2,4,0,11,10,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"370",2,1,18,1,1,2,4,4,3,2,0,1,2,2,1,1,2,2,2,3,2,2,4,2,5,10,14,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"371",2,1,19,2,2,2,3,2,2,2,2,1,1,1,2,2,2,1,2,3,2,2,1,1,3,4,7,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
"372",2,2,18,1,2,2,1,2,3,1,0,1,2,2,2,2,1,2,2,4,3,3,2,3,3,3,14,12,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"373",2,1,17,2,1,2,2,2,1,3,0,1,1,1,2,2,2,1,2,3,4,3,1,1,3,8,13,11,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"374",2,1,17,1,1,2,1,2,1,1,0,1,1,1,2,2,2,2,1,3,5,5,1,3,1,14,6,5,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"375",2,1,18,1,2,2,4,4,2,3,0,1,1,1,1,2,2,2,1,5,4,4,1,1,1,0,19,18,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"376",2,1,18,1,1,2,1,1,4,3,0,1,1,1,1,2,2,2,1,4,3,2,1,2,4,2,8,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"377",2,1,20,2,1,2,4,2,2,3,2,1,2,2,1,1,2,2,2,5,4,3,1,1,3,4,15,14,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"378",2,1,18,1,2,2,4,4,1,2,0,1,1,2,2,2,2,2,1,5,4,3,3,4,2,4,8,9,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"379",2,1,18,2,1,2,3,3,1,2,0,1,1,2,1,2,2,2,2,4,1,3,1,2,1,0,15,15,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"380",2,1,17,1,1,2,3,1,1,2,0,1,2,2,2,1,2,2,1,4,5,4,2,3,1,17,10,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"381",2,2,18,2,1,2,4,4,1,2,0,1,1,2,2,1,2,2,1,3,2,4,1,4,2,4,15,14,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"382",2,2,18,1,1,2,2,1,2,1,0,1,1,1,2,1,2,2,2,4,4,3,1,3,5,5,7,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"383",2,2,17,2,1,2,2,3,2,2,0,1,1,1,2,2,2,2,1,4,4,3,1,1,3,2,11,11,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"384",2,2,19,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,4,3,2,1,3,5,0,6,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"385",2,2,18,1,1,2,4,2,2,1,1,1,1,2,1,2,2,1,1,5,4,3,4,3,3,14,6,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"386",2,1,18,1,1,2,2,2,2,3,0,1,1,2,1,2,2,1,1,5,3,3,1,3,4,2,10,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"387",2,1,18,1,1,2,4,4,3,1,0,1,2,2,2,2,2,2,2,4,4,3,2,2,5,7,6,5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
"388",2,1,19,1,1,2,2,3,1,3,1,1,1,1,2,1,2,2,1,5,4,2,1,2,5,0,7,5,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"389",2,1,18,2,2,2,3,1,1,2,0,1,2,2,1,2,2,2,1,4,3,4,1,1,1,0,7,9,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"390",2,1,18,2,1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,5,0,6,5,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"391",2,2,20,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,5,5,4,4,5,4,11,9,9,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"392",2,2,17,2,2,2,3,1,2,1,0,1,1,1,1,1,2,2,1,2,4,5,3,4,2,3,14,16,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"393",2,2,21,1,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,5,5,3,3,3,3,3,10,8,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"394",2,2,18,1,2,2,3,2,3,1,0,1,1,1,1,1,2,2,1,4,4,1,3,4,5,0,11,12,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"395",2,2,19,2,2,2,1,1,1,1,0,1,1,1,1,2,2,2,1,3,2,3,3,3,5,5,8,9,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
